ds,claims,is_anomaly,anomaly_name,yhat,yhat_lower,yhat_upper,deviation,deviation_pct,flagged,flag_type,drug_key,state_key
2022-01-23,6938,False,,6636.612901236686,6003.134928767674,7261.203022396161,0.04541278860895325,4.5,False,NORMAL,Levetiracetam,CA
2022-01-30,6896,False,,6653.705053621502,6023.499712705164,7256.707143161242,0.0364150416085277,3.6,False,NORMAL,Levetiracetam,CA
2022-02-06,6732,False,,6859.232072554516,6196.383429438165,7504.196400103162,-0.01854902578141407,-1.9,False,NORMAL,Levetiracetam,CA
2022-02-13,6406,False,,7048.536909863816,6393.531560920779,7690.377164236037,-0.0911589054693948,-9.1,False,NORMAL,Levetiracetam,CA
2022-02-20,7693,False,,6988.493213666022,6322.6142206005525,7651.963236477937,0.10080954002449524,10.1,False,NORMAL,Levetiracetam,CA
2022-02-27,6756,False,,6685.13474159014,6023.670216551728,7300.833794870977,0.010600423349582899,1.1,False,NORMAL,Levetiracetam,CA
2022-03-06,6011,False,,6378.4100179318375,5723.044827348241,7074.44784343636,-0.057602132333751735,-5.8,False,NORMAL,Levetiracetam,CA
2022-03-13,6299,False,,6274.826406107161,5622.709451652734,6940.388246271525,0.0038524721368085953,0.4,False,NORMAL,Levetiracetam,CA
2022-03-20,6399,False,,6330.998422031184,5604.332254238755,6996.53020959488,0.010741051163774974,1.1,False,NORMAL,Levetiracetam,CA
2022-03-27,6400,False,,6328.094852633682,5691.186511272674,7019.276914051476,0.011362842852520053,1.1,False,NORMAL,Levetiracetam,CA
2022-04-03,6151,False,,6132.268520392817,5487.752834569034,6754.606919530578,0.0030545758955094417,0.3,False,NORMAL,Levetiracetam,CA
2022-04-10,5667,False,,5836.72891441249,5188.320208514612,6449.333150701185,-0.02907945818648222,-2.9,False,NORMAL,Levetiracetam,CA
2022-04-17,5837,False,,5645.366886141832,4971.852448232462,6282.156356140594,0.03394520103353893,3.4,False,NORMAL,Levetiracetam,CA
2022-04-24,5637,False,,5660.668089012376,5055.404117838692,6336.506765319673,-0.004181147638441665,-0.4,False,NORMAL,Levetiracetam,CA
2022-05-01,5361,False,,5815.64399483023,5133.091053746826,6501.971127689246,-0.07817603609065178,-7.8,False,NORMAL,Levetiracetam,CA
2022-05-08,6621,False,,5983.582192490264,5342.010496063859,6618.3796959488145,0.1065277933859974,10.7,False,NORMAL,Levetiracetam,CA
2022-05-15,6193,False,,6095.943199311559,5458.4011622608705,6726.002070849687,0.01592153954114967,1.6,False,NORMAL,Levetiracetam,CA
2022-05-22,5427,False,,6139.581624159364,5460.090112467157,6735.057435754932,-0.11606354761297454,-11.6,False,NORMAL,Levetiracetam,CA
2022-05-29,6298,False,,6094.603660880356,5419.108938576598,6746.967081150391,0.03337318559780861,3.3,False,NORMAL,Levetiracetam,CA
2022-06-05,6188,False,,5941.244933332587,5317.652072693214,6596.489966164176,0.04153255242567528,4.2,False,NORMAL,Levetiracetam,CA
2022-06-12,5975,False,,5731.613949342552,5100.436538866971,6402.337919513379,0.04246378992174902,4.2,False,NORMAL,Levetiracetam,CA
2022-06-19,5245,False,,5596.652565815452,4959.9131741256515,6263.13353738462,-0.06283265964433069,-6.3,False,NORMAL,Levetiracetam,CA
2022-06-26,5330,False,,5631.790935797812,4946.61858081328,6296.957814510779,-0.05358702750833914,-5.4,False,NORMAL,Levetiracetam,CA
2022-07-03,5911,False,,5783.224228989018,5151.480670819245,6438.305302466255,0.022094210072383554,2.2,False,NORMAL,Levetiracetam,CA
2022-07-10,6652,False,,5887.283066890138,5211.037092996554,6554.468261725014,0.1298930125188989,13.0,False,NORMAL,Levetiracetam,CA
2022-07-17,5208,False,,5835.243374210782,5219.9955000951295,6506.025380263272,-0.10749223879554418,-10.7,False,NORMAL,Levetiracetam,CA
2022-07-24,5462,False,,5672.623643299998,5039.85533008662,6313.703976445114,-0.03712984617775016,-3.7,False,NORMAL,Levetiracetam,CA
2022-07-31,5809,False,,5517.797912232232,4830.885861459514,6186.986642915988,0.052775054904096994,5.3,False,NORMAL,Levetiracetam,CA
2022-08-07,5342,False,,5413.045051460688,4745.218947466108,6010.305437763773,-0.013124784808786509,-1.3,False,NORMAL,Levetiracetam,CA
2022-08-14,5513,False,,5306.138612045747,4648.239457352256,5943.632439536424,0.038985296668399436,3.9,False,NORMAL,Levetiracetam,CA
2022-08-21,5235,False,,5183.574493082442,4488.121478614161,5844.661664762205,0.009920858084741711,1.0,False,NORMAL,Levetiracetam,CA
2022-08-28,4622,False,,5163.673444321251,4546.215522764295,5831.678441034562,-0.1049007940106972,-10.5,False,NORMAL,Levetiracetam,CA
2022-09-04,5587,False,,5395.128214721348,4725.074829358096,6052.468612434476,0.035563897212878774,3.6,False,NORMAL,Levetiracetam,CA
2022-09-11,6124,False,,5861.416896334809,5205.080199641633,6440.43661839736,0.04479857145622691,4.5,False,NORMAL,Levetiracetam,CA
2022-09-18,6553,False,,6338.190415566343,5661.953021169348,7045.548872106458,0.03389131129700568,3.4,False,NORMAL,Levetiracetam,CA
2022-09-25,6132,False,,6585.009826585032,5989.795833850808,7262.733293265437,-0.06879410031495149,-6.9,False,NORMAL,Levetiracetam,CA
2022-10-02,6235,False,,6567.055007099268,5926.2058226463205,7258.741714844544,-0.05056376210345458,-5.1,False,NORMAL,Levetiracetam,CA
2022-10-09,7090,False,,6455.3778704142815,5810.687074171432,7093.686139157334,0.09830905987614803,9.8,False,NORMAL,Levetiracetam,CA
2022-10-16,6474,False,,6415.051664773027,5763.153318278005,7073.073678328387,0.009189066325167047,0.9,False,NORMAL,Levetiracetam,CA
2022-10-23,6186,False,,6440.077750746945,5784.502245415051,7049.2754630011,-0.0394525905712048,-3.9,False,NORMAL,Levetiracetam,CA
2022-10-30,6188,False,,6421.884675682716,5790.78185016611,7047.295535802036,-0.036419943286797124,-3.6,False,NORMAL,Levetiracetam,CA
2022-11-06,6520,False,,6338.0377491807685,5723.123835949069,6963.022619711514,0.028709556178132777,2.9,False,NORMAL,Levetiracetam,CA
2022-11-13,6494,False,,6301.7245593696425,5687.991430479053,6950.252480076416,0.030511558989749096,3.1,False,NORMAL,Levetiracetam,CA
2022-11-20,6403,False,,6405.656224565287,5800.685131520114,6993.961192581579,-0.0004146686103915891,-0.0,False,NORMAL,Levetiracetam,CA
2022-11-27,6277,False,,6574.423477062843,5921.671239908285,7234.3171929897135,-0.04523947660209412,-4.5,False,NORMAL,Levetiracetam,CA
2022-12-04,6789,False,,6638.640610343456,5983.6666254329375,7313.365440142402,0.02264912328922795,2.3,False,NORMAL,Levetiracetam,CA
2022-12-11,6532,False,,6554.305452623944,5910.561920442907,7197.33744424984,-0.0034031756354922626,-0.3,False,NORMAL,Levetiracetam,CA
2022-12-18,6592,False,,6484.330554527251,5844.966622887661,7145.656877483787,0.01660455841468113,1.7,False,NORMAL,Levetiracetam,CA
2022-12-25,6542,False,,6615.568371888475,5987.689898058321,7261.6787990174,-0.011120491506230777,-1.1,False,NORMAL,Levetiracetam,CA
2022-01-02,4589,False,,4844.088799671323,4175.4320458670245,5529.443465615334,-0.052659810796331974,-5.3,False,NORMAL,Levetiracetam,TX
2022-01-09,5316,False,,4913.422825944483,4217.982332508724,5621.8114197060095,0.08193416042474057,8.2,False,NORMAL,Levetiracetam,TX
2022-01-16,4810,False,,5058.076634040563,4387.979009414544,5752.684604543924,-0.049045645605885285,-4.9,False,NORMAL,Levetiracetam,TX
2022-01-23,5419,False,,5145.179069015769,4434.016153220854,5800.298083741715,0.05321893121916379,5.3,False,NORMAL,Levetiracetam,TX
2022-01-30,5231,False,,5171.466429660596,4530.592390171595,5812.181293836588,0.011511932089117539,1.2,False,NORMAL,Levetiracetam,TX
2022-02-06,4581,False,,5234.888778440472,4565.046956322603,5950.24927385817,-0.12490977480428393,-12.5,False,NORMAL,Levetiracetam,TX
2022-02-13,5716,False,,5378.641443538044,4723.966791157175,6063.923592499083,0.0627218899053519,6.3,False,NORMAL,Levetiracetam,TX
2022-02-20,6136,False,,5519.146088607734,4853.988038520536,6164.179344688947,0.11176618656018841,11.2,False,NORMAL,Levetiracetam,TX
2022-02-27,4861,False,,5541.102454788655,4884.075348894784,6225.8557643437325,-0.12273775125758714,-12.3,False,NORMAL,Levetiracetam,TX
2022-03-06,5443,False,,5422.741503913124,4759.5669799199095,6074.68277362765,0.003735840270508453,0.4,False,NORMAL,Levetiracetam,TX
2022-03-13,5386,False,,5234.4221205269,4493.85247505425,5921.898389234935,0.02895790136578487,2.9,False,NORMAL,Levetiracetam,TX
2022-03-20,5048,False,,5040.283684595679,4374.132867245384,5690.1029463930445,0.0015309287903583508,0.2,False,NORMAL,Levetiracetam,TX
2022-03-27,5033,False,,4856.549881904701,4158.497725313086,5539.000047933878,0.036332401063715006,3.6,False,NORMAL,Levetiracetam,TX
2022-04-03,4353,False,,4713.860569484499,4058.9824635308833,5358.177999088974,-0.07655308513377652,-7.7,False,NORMAL,Levetiracetam,TX
2022-04-10,5003,False,,4697.185754718347,4023.7884884845753,5307.758603886333,0.06510584448879009,6.5,False,NORMAL,Levetiracetam,TX
2022-04-17,4502,False,,4857.352212989418,4175.144321020315,5526.224429631754,-0.07315759644506395,-7.3,False,NORMAL,Levetiracetam,TX
2022-04-24,5511,False,,5090.371841155999,4396.667423390041,5797.327298699857,0.08263210861006137,8.3,False,NORMAL,Levetiracetam,TX
2022-05-01,4955,False,,5177.353073473519,4496.60773193614,5840.529331608745,-0.04294724936044212,-4.3,False,NORMAL,Levetiracetam,TX
2022-05-08,5075,False,,4998.689038221003,4343.990259846227,5689.9482423998115,0.015266195035439814,1.5,False,NORMAL,Levetiracetam,TX
2022-05-15,4560,False,,4688.613681886998,4000.9706429274365,5383.825149356081,-0.02743106824600567,-2.7,False,NORMAL,Levetiracetam,TX
2022-05-22,4622,False,,4519.351015813618,3840.363031872497,5188.608427204238,0.02271321342980533,2.3,False,NORMAL,Levetiracetam,TX
2022-05-29,4568,False,,4613.703052186632,3914.7069625837976,5253.965852002864,-0.009905937089941485,-1.0,False,NORMAL,Levetiracetam,TX
2022-06-05,4970,False,,4811.796361446328,4129.483287954309,5488.268134720242,0.032878290490688876,3.3,False,NORMAL,Levetiracetam,TX
2022-06-12,4623,False,,4858.491260285415,4186.262805654726,5501.433109114327,-0.04847003888025531,-4.8,False,NORMAL,Levetiracetam,TX
2022-06-19,4934,False,,4699.805073941758,4030.9459706653856,5351.763409113433,0.049830774335034606,5.0,False,NORMAL,Levetiracetam,TX
2022-06-26,4243,False,,4538.715679625056,3760.9009851615547,5219.063653391015,-0.06515404367640071,-6.5,False,NORMAL,Levetiracetam,TX
2022-07-03,4870,False,,4585.78915993067,3859.1637616988696,5229.339492651236,0.061976429826448104,6.2,False,NORMAL,Levetiracetam,TX
2022-07-10,4596,False,,4808.763626877422,4140.475262607562,5507.950350154484,-0.04424497508844713,-4.4,False,NORMAL,Levetiracetam,TX
2022-07-17,5362,False,,4983.247873010175,4346.548393187645,5659.012196623364,0.07600507473071708,7.6,False,NORMAL,Levetiracetam,TX
2022-07-24,4575,False,,4972.82939685367,4276.558380514085,5629.624194632257,-0.08000061234865172,-8.0,False,NORMAL,Levetiracetam,TX
2022-07-31,4791,False,,4884.581406823695,4219.097037411206,5552.4504065708625,-0.019158531515712493,-1.9,False,NORMAL,Levetiracetam,TX
2022-08-07,5232,False,,4908.505734969319,4228.382160969717,5591.4702920827285,0.06590483591086263,6.6,False,NORMAL,Levetiracetam,TX
2022-08-14,5171,False,,5053.323481983724,4316.588081091704,5748.449419023373,0.02328695529502907,2.3,False,NORMAL,Levetiracetam,TX
2022-08-21,5024,False,,5125.668153085257,4475.18505575047,5860.2754152699,-0.01983510247811501,-2.0,False,NORMAL,Levetiracetam,TX
2022-08-28,4412,False,,4989.8640855231,4286.255432663776,5704.116035874102,-0.11580758025045902,-11.6,False,NORMAL,Levetiracetam,TX
2022-09-04,5323,False,,4778.723710196685,4116.05862734609,5463.361098311461,0.11389574346848222,11.4,False,NORMAL,Levetiracetam,TX
2022-09-11,4980,False,,4770.567492077104,4071.7763434724097,5420.505846130785,0.04390096320211765,4.4,False,NORMAL,Levetiracetam,TX
2022-09-18,4890,False,,5060.36093452007,4355.328319698929,5723.230572568948,-0.03366576746688672,-3.4,False,NORMAL,Levetiracetam,TX
2022-09-25,5042,False,,5422.423513649318,4714.399467140519,6111.549546792209,-0.07015746975346289,-7.0,False,NORMAL,Levetiracetam,TX
2022-10-02,5616,False,,5544.979861508872,4870.590652306823,6213.388873632712,0.012808006568990905,1.3,False,NORMAL,Levetiracetam,TX
2022-10-09,5954,False,,5370.507171372795,4665.210910159575,6022.764812840432,0.10864762116648553,10.9,False,NORMAL,Levetiracetam,TX
2022-10-16,4727,False,,5145.8546378243445,4468.439284821888,5895.104581653069,-0.08139651570131319,-8.1,False,NORMAL,Levetiracetam,TX
2022-10-23,5148,False,,5132.04853093493,4453.667424911721,5761.570093220238,0.0031082069799064013,0.3,False,NORMAL,Levetiracetam,TX
2022-10-30,5230,False,,5323.099882177803,4690.798701134982,6014.9600197596565,-0.017489786823183504,-1.7,False,NORMAL,Levetiracetam,TX
2022-11-06,5665,False,,5494.651448041374,4864.817453616878,6166.809931763554,0.031002612917212093,3.1,False,NORMAL,Levetiracetam,TX
2022-11-13,5348,False,,5495.681008865342,4781.399709274857,6180.466595296235,-0.02687219447910291,-2.7,False,NORMAL,Levetiracetam,TX
2022-11-20,5650,False,,5415.749670787496,4777.901400553105,6061.58092554011,0.04325353708204941,4.3,False,NORMAL,Levetiracetam,TX
2022-11-27,5548,False,,5438.2931299881675,4794.879497297398,6062.111708261708,0.020173033595206592,2.0,False,NORMAL,Levetiracetam,TX
2022-12-04,4696,False,,5586.4769201088175,4902.771067613554,6253.385933663887,-0.15939865730107985,-15.9,False,NORMAL,Levetiracetam,TX
2022-12-11,6529,False,,5687.24275009276,5001.818034120853,6406.133741264576,0.14800796922085155,14.8,False,NORMAL,Levetiracetam,TX
2022-12-18,5574,False,,5590.570279059453,4904.658149666632,6220.372219289873,-0.002963969368477556,-0.3,False,NORMAL,Levetiracetam,TX
2022-12-25,5133,False,,5361.801660472246,4674.842161654824,6040.616978542932,-0.04267253340588771,-4.3,False,NORMAL,Levetiracetam,TX
2022-01-02,184,False,,183.41575370299893,166.66380295286083,200.30770919998176,0.003185365952518615,0.3,False,NORMAL,Brivaracetam,CA
2022-01-09,157,False,,161.69540843780968,145.3359737032101,178.8524956117325,-0.0290386009298192,-2.9,False,NORMAL,Brivaracetam,CA
2022-01-16,174,False,,163.3367784251344,144.54087650322614,179.60542866833165,0.06528365306135316,6.5,False,NORMAL,Brivaracetam,CA
2022-01-23,169,False,,180.25065158255418,163.9684275305781,197.66420912849216,-0.06241670409386245,-6.2,False,NORMAL,Brivaracetam,CA
2022-01-30,203,False,,191.30666473960278,173.71496326454255,208.50401012013361,0.06112351222218845,6.1,False,NORMAL,Brivaracetam,CA
2022-02-06,167,False,,183.85783257615122,166.7614326101434,200.71179313685562,-0.09168949910887782,-9.2,False,NORMAL,Brivaracetam,CA
2022-02-13,182,False,,164.14139813157627,148.04331242237043,181.15711725306818,0.10880010814887918,10.9,False,NORMAL,Brivaracetam,CA
2022-02-20,137,False,,147.5469284766367,129.75945506503137,164.26677161224825,-0.07148185723369199,-7.1,False,NORMAL,Brivaracetam,CA
2022-02-27,148,False,,142.48173481172321,125.28613609099008,158.70572994257563,0.03872963222667577,3.9,False,NORMAL,Brivaracetam,CA
2022-03-06,140,False,,145.7363109014845,128.3081413371584,162.69295446560437,-0.039360889993724064,-3.9,False,NORMAL,Brivaracetam,CA
2022-03-13,154,False,,150.7691903206152,134.60943533517784,168.35439758163437,0.021428845459171012,2.1,False,NORMAL,Brivaracetam,CA
2022-03-20,153,False,,155.60748347014624,139.05161446991391,172.17227213851862,-0.016756799943021306,-1.7,False,NORMAL,Brivaracetam,CA
2022-03-27,173,False,,161.23220083963656,143.30804043523344,178.01438236615135,0.07298665588561822,7.3,False,NORMAL,Brivaracetam,CA
2022-04-03,375,True,Formulary win — Brivaracetam California,165.92525148749067,149.52343650648984,182.64396724759084,1.260053829288737,126.0,True,SPIKE,Brivaracetam,CA
2022-04-10,420,True,Formulary win — Brivaracetam California,165.64710265550949,147.94230984526376,181.88692190402682,1.5355106927131674,153.6,True,SPIKE,Brivaracetam,CA
2022-04-17,420,True,Formulary win — Brivaracetam California,160.18478571520822,143.839459481313,176.9436545638386,1.621971856595145,162.2,True,SPIKE,Brivaracetam,CA
2022-04-24,397,True,Formulary win — Brivaracetam California,155.2957994990098,138.91783049327304,172.44429600630687,1.5564117077263984,155.6,True,SPIKE,Brivaracetam,CA
2022-05-01,355,True,Formulary win — Brivaracetam California,156.20414757196855,139.26280737344752,173.07344370850305,1.272666926698854,127.3,True,SPIKE,Brivaracetam,CA
2022-05-08,163,False,,160.49456461965693,142.8230932719031,178.17007143791682,0.015610717947243268,1.6,False,NORMAL,Brivaracetam,CA
2022-05-15,170,False,,160.61238321166806,144.16517126715087,177.42554935662415,0.058448897903221914,5.8,False,NORMAL,Brivaracetam,CA
2022-05-22,155,False,,153.7906159653366,136.80757953561658,170.5559991448039,0.007863835040078052,0.8,False,NORMAL,Brivaracetam,CA
2022-05-29,131,False,,146.5459527306871,130.4939624181247,163.91522276202252,-0.10608244336338975,-10.6,False,NORMAL,Brivaracetam,CA
2022-06-05,157,False,,146.97362530293162,129.75791130821085,164.15950936421362,0.06821887040210599,6.8,False,NORMAL,Brivaracetam,CA
2022-06-12,159,False,,154.01853546449098,137.37123249104127,170.9619747782801,0.03234327946623994,3.2,False,NORMAL,Brivaracetam,CA
2022-06-19,148,False,,157.86832545752213,140.35376934675008,175.97405238138015,-0.06250985071845472,-6.3,False,NORMAL,Brivaracetam,CA
2022-06-26,157,False,,152.0670501219577,133.18009196218387,168.76178534737642,0.0324393080163394,3.2,False,NORMAL,Brivaracetam,CA
2022-07-03,144,False,,142.5137949198162,124.98789678635588,159.4567528152213,0.010428499788529177,1.0,False,NORMAL,Brivaracetam,CA
2022-07-10,135,False,,141.35417859955268,123.77392952805442,158.12147257942212,-0.044952180844640345,-4.5,False,NORMAL,Brivaracetam,CA
2022-07-17,159,False,,152.33872209534098,135.28206392523114,169.33594661347823,0.043726754518067075,4.4,False,NORMAL,Brivaracetam,CA
2022-07-24,165,False,,165.4733855998663,148.42365321769705,183.8418291862506,-0.0028607960014246973,-0.3,False,NORMAL,Brivaracetam,CA
2022-07-31,161,False,,168.04970020345064,151.46590302362333,185.99301209884038,-0.041950090924981524,-4.2,False,NORMAL,Brivaracetam,CA
2022-08-07,169,False,,159.1623633853283,143.3361614111658,176.27304013591097,0.06180881211756717,6.2,False,NORMAL,Brivaracetam,CA
2022-08-14,143,False,,150.3423893575381,133.32724618363716,166.35366556609864,-0.04883778546366415,-4.9,False,NORMAL,Brivaracetam,CA
2022-08-21,153,False,,151.7257537338455,135.42688609158898,168.02212074968676,0.008398351860487478,0.8,False,NORMAL,Brivaracetam,CA
2022-08-28,165,False,,160.59115957244836,143.83167928132235,177.73289165198807,0.027453817752419018,2.7,False,NORMAL,Brivaracetam,CA
2022-09-04,164,False,,165.75225945178107,149.0888231537818,182.3351683731881,-0.010571556958418542,-1.1,False,NORMAL,Brivaracetam,CA
2022-09-11,151,False,,161.66581432665404,144.4760949632849,178.48239720543606,-0.06597445706798112,-6.6,False,NORMAL,Brivaracetam,CA
2022-09-18,174,False,,154.69707449434958,138.39622242126464,172.65725523678378,0.12477886584956378,12.5,False,NORMAL,Brivaracetam,CA
2022-09-25,143,False,,154.49625776007525,137.60276674361205,170.54146693555688,-0.0744112377008403,-7.4,False,NORMAL,Brivaracetam,CA
2022-10-02,158,False,,162.06601986225508,145.6093226826675,179.18152039134074,-0.025088663655162945,-2.5,False,NORMAL,Brivaracetam,CA
